ファイル名,アプリ名,価格表示有無,税込表示方式,計価単位,価格の視覚階層,ポイント表示有無,ポイント表示方式,ポイント表示位置,割引表示有無,割引表示方式,取消ポリシー有無,取消ポリシー表示方式,人数選択有無,児童選択有無,人数表示方式,評価表示有無,評価表示方式,CTA文言,特記事項,エラー
a443bbc4-c030-4cf5-a0b8-5f2c1c72802c.webp,Trip,なし,該当なし,表示なし,価格表示なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,厳選人気ホテル ›,"画面はトップフィードページで、UGCコンテンツ（旅行記事・口コミ投稿）が主体。閲覧数が「3,616」「85」「1.1万」と表記されており、「万」単位の短縮表記が使用されている点が本地化上注目すべき表示方法。",
a84b7070-d449-4418-ba77-7e2f1a0186d7.webp,Trip,なし,該当なし,表示なし,該当なし,あり,「100米ドル毎に 80 Trip Coins」「お礼に最大 120 Trip Coins」「100米ドル毎に 25 Trip Coins」「毎月最大 400 Trip Coins」「最大 200 Trip Coins」,各サービス項目名の直下,あり,「付与率 30%UP」（アプリ予約時の特典として表示）,なし,該当なし,なし,なし,該当なし,なし,該当なし,該当なし,通貨単位が「米ドル」と明示されており、Trip Coinsの付与基準が外貨建て（USD）で表記されている点が日本ユーザー向け本地化の観点で要注意。,
a97a1f49-9653-45be-91e1-032c01cd8746.webp,Trip,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,あり,「予約キャンセル完了・払い戻し手続き完了」「返金にかかる日数は、ご利用の銀行やカード発行元により異なります」,なし,なし,該当なし,なし,該当なし,該当なし,キャンセル理由として「日付や目的地を間違えて予約してしまった」という選択肢（またはユーザー入力）が表示されており、キャンセルフロー完了画面のステータス進行が「送信しました→施設がお申し込みを確認中→キャンセル済み→予約キャンセル完了・払い戻し手続き完了」の4段階で日本語表示されている。,
a9fc77ee-7ccd-496c-a194-b1a56f447090.webp,Trip,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,投稿する,桜2024の開花予想マップページで、気象庁の満開予想情報（2024年2月19日発表）に基づく都市別満開日（福岡3/19、東京3/20、広島3/21、名古屋3/21、大阪3/22、鹿児島3/25、金沢3/27、京都4/1、仙台4/2、長野4/6、青森4/19、札幌4/27など）を地図上に表示しており、旅行予約促進を目的とした季節性コンテンツページである。,
ad94377d-a5f4-4043-8e75-d4cf596d400e.webp,Trip,あり,返金額（見込み）,表示なし,"「返金額（見込み）63,428円」のみ単一表示（青字）",なし,該当なし,該当なし,なし,該当なし,あり,「この予約は無料キャンセルが可能です」「キャンセル条件 ›」,なし,なし,該当なし,なし,該当なし,送信,キャンセル理由の選択肢が7項目列挙されており（「旅行の予定に変更が生じた」「日付や目的地を間違えて予約してしまった」「ホテルに関する問題がある」「ホテルにチェックインできなかった」「健康上の理由で旅行ができなくなった」「交通機関の遅延またはキャンセルにより旅行ができなくなった」「よりお得な価格を見つけた」）、返金額に「（見込み）」と不確定性を示す表現および「?」アイコンが付与されている点が本地化観点で注目される。,
ad99f94d-362b-4c52-8519-69d0366ada25.webp,Trip,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,該当なし,「Trip.Best 数億人のお気に入り観光スポット」という訴求コピーと「さくら2024 Trip.comでさくらの季節を楽しもう！」という季節プロモーションバナーが表示されており、ホテル予約よりも観光スポット探索・季節訴求に特化した京都ランディング画面となっている。,
aeecbcaf-2164-484f-91bc-b595f7e0d126.webp,Trip,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,客室タイプを選択,周辺交通情報の距離・時間表記が「ホテルから車で約18.0分（8.7km）」「ホテルから車で約20.0分（8.9km）」と小数点1桁付きで表示されており、整数表記との統一性が本地化観点で検討余地あり。,
b01016c5-cce8-4974-ac83-9143ad4a34c1.webp,Trip,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,キャンセル,都市選択画面であり、地域カテゴリは「人気都市」「日本」「中国」「アメリカ」「韓国」の順で表示され、「中国」セクションに台北・新北市（台湾の都市）が含まれている点が本地化観点で注目される。,
b0ce649c-9992-439a-a83f-a6a637f6c511.webp,Trip,あり,該当なし,表示なし,"「58,468円〜」「25,171円〜」「23,804円〜」「30,444円〜」のように単一価格に「〜」付きで表示",なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,あり,「4.8/5　43件の口コミ」「4.5/5　245件の口コミ」「4.7/5　127件の口コミ」「4.7/5　93件の口コミ」,該当なし,価格は「5月14日〜5月15日：○○円〜」と日付レンジを明示した形式で表示されており、税・室数・人数の条件表記は一切なし。ホテルカードにはハッシュタグ形式（例：「#ガーデンビュー」「#キッズスペース」）で施設特徴が付与されている。,
b184ee15-73ee-4456-a51a-975a51fbd9bc.webp,Trip.com,あり,該当なし,表示なし,割引率・割引額のみ表示（具体的な価格数値は画面内に見えない）,あり,「旅行して特典をゲット」「予約する度に特典付与。次回の旅行がお得に。」,「Trip.comの強み」セクション内、24時間サポートの上,あり,"「最大20％オフ」バッジ、「8%割引（最大1,200円割引）」バッジ、「最大 50％割引」テキスト、「ホテル＆航空券 最大2,000円クーポン配布中！」バナー",なし,該当なし,なし,なし,該当なし,なし,該当なし,該当なし,「新規会員割引クーポンパック」という新規ユーザー向け訴求が冒頭に配置されており、複数クーポンを横スクロール形式で並列提示している点が本地化観点で注目される。,
b1aeed49-b759-475b-8701-179fc3676db8.webp,Trip,あり,該当なし,表示なし,"大きな赤字で「最大10,000円オフ」のみ表示（元値・割引後価格の併記なし）",なし,該当なし,該当なし,あり,"「限定割引」バッジ＋「総割引額 最大10,000円オフ」の表記（円引き額のみ、パーセント表記なし）",なし,該当なし,なし,なし,該当なし,なし,該当なし,"すべて取得 ›, 今すぐ確認 ›",新規会員向けポップアップで「期限切れになる前に、今すぐ特典を取得しましょう 詳細ⓘ」と緊急性を訴求するコピーが使用されており、ローカライズ観点でUX訴求文の自然さに注意が必要。,
b28f2878-0580-44a0-8301-002d3f579adb.webp,Trip,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,なし,該当なし,次のページへ,NPS設問「Trip.comのサポートチャット機能をどの程度推奨したいと思いますか？」において、スケールのラベルが「非常に低い」「非常に高い」と表現されており、日本語NPS慣例の「全く勧めたくない」「強く勧めたい」とは異なる訳出が使われている点が本地化上の注目点。,
b2f0121b-9144-44e6-b74b-2cd4aa8c610c.webp,Trip,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,あり,「4.7/5 素晴らしい」,結果を表示,口コミフィルターの言語選択画面で「全ての言語」「日本語」「英語」「中国語」「韓国語」の5言語が選択肢として表示されており、日本語・英語が選択済み（青チェック）；口コミ本文に「五つ星ホテル様様ですね！」という日本語表現が使用されており、ネイティブ自然度の観点で確認が必要。,
b46fe196-4464-4cf0-a08e-cff18623a40a.webp,Trip,あり,該当なし,表示なし,"大きな青字で割引後価格「56,221円」＋小さなグレー字に取消線で元値「64,794円」",なし,該当なし,該当なし,あり,"元値「64,794円」に取消線＋ピンク地バッジで「13%オフ」",なし,該当なし,なし,なし,該当なし,なし,該当なし,"客室タイプを選択, Tripメモリーを全て表示",支払い方法としてVISA・American Express・Mastercard・JCB・Diners Club Internationalの5ブランドが明示されており、JCBとDiners Clubは日本市場向けローカライズの観点で注目に値する。,
b48a4f79-f218-4968-ba0d-570c0c9b8abb.webp,,,,,,,,,,,,,,,,,,,,"Expecting ',' delimiter: line 20 column 139 (char 668)"
b4a79bc9-8653-49f1-baf9-2e333995727e.webp,Trip,なし,該当なし,表示なし,該当なし,なし,該当なし,該当なし,なし,該当なし,なし,該当なし,なし,なし,該当なし,あり,「5.0/5 とても素晴らしい」（2024年4月19日）、「5.0/5 とても素晚らしい」（2024年4月7日）,口コミを投稿,レビューに「予約確認済み」バッジが表示されており、信頼性担保の表示として本地化観点で注目すべき要素。また「原文に戻す」リンクが表示されており、翻訳済みレビューであることが示されている。,
