ファイル名,アプリ名,ページ種別,業界,レイアウト,主要カラー,UIコンポーネント,フロー種別,UI状態,情報密度,注目ポイント,エラー
jalan-2024-08-1722742396674-17.webp,Jalan,検索結果,旅行,マップ中心,"オレンジ (#E8740C), ホワイト, グレー","ボタン, スイッチ・トグル, カード, マップ, タグ・ラベル, ツールバー, レーティング, バッジ","検索, フィルタ・並び替え",通常状態,高,地図上に価格バブル（円〜表示）を重ねて複数ホテルの料金を同時に可視化し、画面下部にタップ選択中ホテルのカード詳細（評価・最寄駅・合計料金）をオーバーレイ表示する構成。,
jalan-2024-08-1722742399988-20.webp,Jalan,コンテンツ詳細,宿泊旅行,タブ切替,オレンジ（#E87722）、ブルー（#1E6FBA）、ホワイト,ボタン、タブ・セグメントコントロール、レーティング、カルーセル、アバター、ツールバー、タグ・ラベル,選択、購入・予約,通常状態,中,ホテル詳細ページにおいて、上部に画像カルーセル・評価・CTA（宿泊プランを見るボタン）・テキスト説明・クチコミ評価の順で縦スクロール構成が取られており、タブナビゲーションにより基本情報/宿泊プラン/クチコミ/地図/クーポンの5セクションへ切り替え可能な設計になっている。,
jalan-2024-08-1722742401116-21.webp,Jalan,コンテンツ詳細,旅行,リスト式,"オレンジ(#E87722), ホワイト, ゴールド(星評価), ブルー(CTAボタン)","タブ・セグメントコントロール, レーティング, リスト, カード, アバター, タグ・ラベル, ボタン, ツールバー, マップ","選択, 購入・予約",通常状態,中,ホテル詳細ページにおいて、タブ切替ナビゲーション・クチコミサマリー・投稿者属性タグ・所在地・固定CTAボタンが縦スクロール形式で1画面に集約されている。,
jalan-2024-08-1722742402342-22.webp,Jalan,コンテンツ詳細,旅行,タブ切替,"オレンジ (#E87722), ホワイト (#FFFFFF), ブルー (#4285F4)","ボタン, タブ・セグメントコントロール, マップ, タグ・ラベル, ツールバー, リスト","選択, 購入・予約",通常状態,中,ホテル詳細画面において「所在地」「交通アクセス」「駐車場」をセクション区切りで縦並びに表示し、インラインGoogleマップと徒歩時間タグを組み合わせて位置情報を視覚的に補完している。,
jalan-2024-08-1722742403275-23.webp,Jalan,コンテンツ詳細,宿泊,リスト式,"オレンジ (#E87722), ホワイト (#FFFFFF), ダークグレー (#333333), ブルー (#3B82F6)","ボタン, タブ・セグメントコントロール, ツールバー, リスト, タグ・ラベル","検索, 購入・予約",通常状態,中,ホテル詳細画面において、最寄り駅・駐車場情報・チェックイン／アウト時刻がセクション分けされたリスト形式で表示され、画面下部に固定CTAボタン「この宿の宿泊プランをみる」が配置されている。,
jalan-2024-08-1722742404280-24.webp,Jalan,コンテンツ詳細,宿旅,カード式,"オレンジ (#E8892B), ホワイト (#FFFFFF), グレー (#F5F5F5), 赤 (#E8003C)","ボタン, タブ・セグメントコントロール, ツールバー, カード, リスト, タグ・ラベル, バッジ, アイコン","検索, 購入・予約",通常状態,高,ホテル詳細ページがタブナビゲーション（基本情報/宿泊プラン/クチコミ/地図/クーポン）で構成され、施設特徴アイコン一覧・宿泊プランカード・価格・ポイント還元率が1画面に集約されている。,
jalan-2024-08-1722742405353-25.webp,Jalan,コンテンツ詳細,宿泊旅行,カード式,"オレンジ (#E8821A), ホワイト (#FFFFFF), ブルー (#2E6DB4)","ボタン, タブ・セグメントコントロール, カード, タグ・ラベル, バッジ, ツールバー, リスト","検索, 購入・予約",通常状態,高,ホテル詳細画面にて、会員限定割引（30%OFF）・残室わずか表示・クーポン取得・ポイント還元率を1画面に集約し、複数のCTAボタンを縦積みで配置している。,
jalan-2024-08-1722742408796-28.webp,Jalan,コンテンツ詳細,宿泊旅行,カード式,"オレンジ(#E07B00系), ホワイト, レッド(価格表示)","ボタン, タブ・セグメントコントロール, ドロップダウン, カード, タグ・ラベル, バッジ, ツールバー, リスト, バナー・アラート","検索, フィルタ・並び替え, 購入・予約",通常状態,高,ホテル詳細ページ内の宿泊プランタブに、日程・人数・価格帯フィルター条件を上部に固定表示しつつ、プランごとにroom情報・食事条件・禁煙区分・合計料金・ポイント還元率をカード形式で一覧表示している。,
jalan-2024-08-1722742410893-30.webp,Jalan,検索結果,旅行,カード式,オレンジ（#E07B2A系）、白、赤（価格強調）,"ボタン, タブ・セグメントコントロール, カード, タグ・ラベル, バッジ, ツールバー, リスト","検索, 購入・予約",通常状態,高,ホテルの宿泊プラン一覧をカード形式で表示し、各カードに部屋画像・プラン名・食事条件・チェックイン時間・税込合計金額・ポイント還元率・クーポン取得CTAを一画面に集約している。,
jalan-2024-08-1722742412062-31.webp,Jalan,コンテンツ詳細,宿泊旅行,カード式,"オレンジ (#F47920), ブルー (#1A8FE3), ホワイト (#FFFFFF), ブラック (#000000)","ボタン, タグ・ラベル, バッジ, カルーセル, ツールバー, バナー・アラート",購入・予約,通常状態,中,宿泊合計金額・ポイント還元率・獲得ポイント数を同一セクションに集約し、クーポン取得CTAと予約進行CTAの2段構成でコンバージョンを促す構成になっている。,
jalan-2024-08-1722742413190-32.webp,Jalan,コンテンツ詳細,宿旅,リスト式,オレンジ（#E8610A）、ホワイト（#FFFFFF）、ブラック（#000000）,カルーセル、タグ・ラベル、バナー・アラート、リスト、ボタン、ツールバー,購入・予約,通常状態,高,ポイント15%特典の詳細条件（予約対象期間・宿泊対象期間・有効期限・注意事項）がテキストブロックで縦積みされており、チェックイン/アウト時間・食事有無・部屋紹介セクションが続くセクション分割構成になっている。,
jalan-2024-08-1722742414202-33.webp,Jalan,コンテンツ詳細,旅行,リスト式,オレンジ（#E87722）、ホワイト、グレー,カルーセル、タグ・ラベル、ツールバー、バナー・アラート、リスト,購入・予約,通常状態,高,客室写真カルーセルの直下に部屋タイプ・面積・ベッドサイズ・アメニティ一覧・プラン説明・大浴場情報を縦スクロールで集約した詳細ページ構成となっており、タグ（禁煙ルーム・部屋でインターネット）で設備属性を視覚的に補足している。,
jalan-2024-08-1722742416191-35.webp,Jalan,購入・予約,旅行,リスト式,"オレンジ (#E87722), ブルー (#2196F3), ホワイト (#FFFFFF), グレー (#F5F5F5)","ボタン, タグ・ラベル, バッジ, テーブル, リスト, ツールバー",購入・予約,通常状態,高,"2泊分の料金明細（1泊目15,600円・2泊目16,120円）を個別表示し、税込合計31,720円・ポイント還元率15.2%・2,000円クーポン取得CTAを同一画面内に集約した予約確認画面。",
jalan-2024-08-1722742417187-36.webp,Jalan,購入・予約,宿泊旅行,リスト式,"オレンジ (#E87722), ホワイト (#FFFFFF), ブルー (#007AFF), グレー (#F5F5F5)","ボタン, テーブル, リスト, タグ・ラベル, ツールバー",購入・予約,通常状態,高,宿泊料金の内訳・子供料金区分・キャンセル規定をテーブル形式で一画面に集約し、固定CTAボタン『予約へ進む』とシェアボタンをボトムに配置した予約確認画面。,
jalan-2024-08-1722742418323-37.webp,Jalan,口コミ・レビュー,宿旅,リスト式,"オレンジ（#D47A1A系）, ホワイト, ブルー（#2F80ED系）, ゴールド（星評価）","タブ・セグメントコントロール, レーティング, ボタン, タグ・ラベル, リスト, ツールバー, バッジ",レビュー・評価,通常状態,中,クチコミ総合スコア（4.6）と6カテゴリ別スコア（部屋・風呂・朝食・夕食・接客・清潔感）を数値で並列表示し、その下に投稿者属性（性別・年代・宿泊時期）付きの個別レビューカードをリスト形式で配置している。,
jalan-2024-08-1722742420174-39.webp,Jalan,口コミ・レビュー,旅行,リスト式,オレンジ（#E07820系）、ホワイト、グレー,タブ・セグメントコントロール/テーブル/リスト/レーティング/タグ・ラベル/ツールバー/バッジ,レビュー・評価,通常状態,高,口コミ詳細をアコーディオン展開形式で表示し、投稿者情報・評価カテゴリ別スコア・宿泊プラン名・料金をテーブル形式で構造化している,
jalan-2024-08-1722742421091-40.webp,Jalan,クーポン・リワード,宿泊旅行,カード式,オレンジ（#E87722）、ベージュ、ホワイト、ダークブラウン,"ボタン, チェックボックス, タグ・ラベル, カード, バナー・アラート, ツールバー, アコーディオン, リスト","選択, 購入・予約",通常状態,中,クーポンカード内に先着枠数・割引額・有効期間・クーポンID・メルマガ同意チェックボックスをまとめて配置し、1アクションでクーポン取得できる構成になっている。,
